train_loss,train_recon_loss,train_kl_loss,val_loss,val_recon_loss,val_kl_loss,learning_rate
1.7334738373756409,1.0271044671535492,0.7063693404197693,0.647643506526947,0.609399139881134,0.03824438899755478,0.0005
1.4939407110214233,0.9075844883918762,0.5863562822341919,0.5722686648368835,0.5324280261993408,0.03984062373638153,0.0005
1.6588695049285889,1.1989155113697052,0.45995400846004486,0.5538312792778015,0.5157484412193298,0.03808286041021347,0.0005
1.2671140432357788,0.8014640510082245,0.4656499922275543,0.5996659398078918,0.5600742101669312,0.039591722190380096,0.0005
1.3577085733413696,0.8618463575839996,0.49586227536201477,0.542860746383667,0.5063051581382751,0.036555614322423935,0.0005
1.4057348370552063,0.9507612884044647,0.4549735188484192,0.5091750025749207,0.4704950451850891,0.03867993503808975,0.0005
1.4427191019058228,1.0193896293640137,0.4233294576406479,0.5821754932403564,0.5405685901641846,0.04160691052675247,0.0005
1.5278422832489014,1.08359694480896,0.444245308637619,0.6336042284965515,0.5954821705818176,0.03812205418944359,0.0005
1.5184299945831299,1.0743090510368347,0.4441208988428116,0.6002407073974609,0.5637974143028259,0.03644327074289322,0.0005
1.2192777395248413,0.7347687929868698,0.4845089316368103,0.6047073006629944,0.5636667013168335,0.04104059189558029,0.0005
1.9501659274101257,1.538220465183258,0.4119454175233841,0.598463773727417,0.5660570859909058,0.032406698912382126,0.00025
1.1449692249298096,0.6807277947664261,0.46424145996570587,0.6000369787216187,0.5623548030853271,0.03768216073513031,0.00025
1.2346144318580627,0.7578282356262207,0.47678618133068085,0.5780621767044067,0.5348716378211975,0.043190550059080124,0.00025
1.6469207406044006,1.2623208165168762,0.384599968791008,0.49214276671409607,0.44734030961990356,0.0448024608194828,0.00025
1.480951189994812,0.9537895619869232,0.5271616280078888,0.5904802083969116,0.5434185266494751,0.04706167057156563,0.00025
1.3750853538513184,0.8775200247764587,0.4975653290748596,0.5708171725273132,0.524003803730011,0.04681339114904404,0.00025
1.547994315624237,1.0871317982673645,0.46086248755455017,0.5993608832359314,0.5590683817863464,0.040292493999004364,0.00025
1.1217223405838013,0.7062154114246368,0.41550692915916443,0.520409345626831,0.48158830404281616,0.0388210266828537,0.00025
1.4254844188690186,1.0436680316925049,0.3818163722753525,0.5239527225494385,0.4938093423843384,0.030143406242132187,0.00025
1.145228534936905,0.7211588472127914,0.42406968772411346,0.5594472289085388,0.527375340461731,0.03207186982035637,0.00025
1.6342966556549072,1.2314992547035217,0.4027973860502243,0.5798522233963013,0.5474250316619873,0.03242720663547516,0.00025
1.3839824795722961,1.0345202088356018,0.34946228563785553,0.502938449382782,0.472919762134552,0.030018659308552742,0.00025
1.735507071018219,1.2882809042930603,0.4472261220216751,0.538677990436554,0.5102158784866333,0.02846209704875946,0.00025
1.2457419633865356,0.8131748139858246,0.43256716430187225,0.5996164679527283,0.5672072172164917,0.03240926191210747,0.00025
1.0460164248943329,0.6817802786827087,0.36423614621162415,0.5600057244300842,0.5278459787368774,0.032159771770238876,0.00025
1.2826619148254395,0.8162531703710556,0.46640872955322266,0.5976129770278931,0.5679690837860107,0.029643911868333817,0.000125
1.5810253024101257,1.1793097853660583,0.40171554684638977,0.5597670078277588,0.5313597917556763,0.028407204896211624,0.000125
1.3724395036697388,0.9131528735160828,0.4592866599559784,0.5710885524749756,0.5463722944259644,0.024716250598430634,0.000125
1.3702069520950317,0.9634314179420471,0.4067755341529846,0.5854690670967102,0.5631678104400635,0.022301282733678818,0.000125
1.269765019416809,0.9589964151382446,0.31076866388320923,0.5463383793830872,0.5216909646987915,0.024647407233715057,0.000125
1.6139329671859741,1.1815650463104248,0.43236789107322693,0.5111876726150513,0.4826338291168213,0.028553852811455727,0.000125
1.81667560338974,1.437648594379425,0.3790270686149597,0.5682963728904724,0.5415072441101074,0.026789121329784393,0.000125
1.8239814043045044,1.4679782390594482,0.35600318014621735,0.6027176976203918,0.5770995616912842,0.02561814896762371,0.000125
2.057410955429077,1.5833664238452911,0.4740445613861084,0.5914344191551208,0.5646349191665649,0.026799488812685013,0.000125
